Unnamed: 0,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도,Okt_tokens,KNU_Score,KNU_label
361,밥도둑 맛도좋고가격도좋네요,5,2023.11.22.,구매자거주인원 2인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인,아주 넉넉해요,꼼꼼해요,맛있어요,"['밥', '도둑', '맛', '도', '좋고', '가격', '도', '좋네요']",1,긍정
362,"ㅎ ㅎ 맛있어요♡
강추입니다~~",5,2023.11.21.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['ㅎ', 'ㅎ', '맛있어요', '♡', '\n', '강추', '입니다', '~~']",2,긍정
363,포장 꼼꼼하게 잘 왔으니 맛도 좋을듯해요,5,2023.11.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['포장', '꼼꼼하게', '잘', '왔으니', '맛', '도', '좋을듯', '해', '요']",0,중립
364,"떨어지기 전에 미리 쟁여 놓는 밑반찬입니다.
김밥 쌀 때 단무지 대신 아주 좋습니다.",5,2023.11.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['떨어지기', '전', '에', '미리', '쟁', '여', '놓는', '밑반찬', '입니다', '.', '\n', '김밥', '쌀', '때', '단무지', '대신', '아주', '좋습니다', '.']",0,중립
365,넘 맛있어요~ 또또 주문하겠습니다.,5,2023.11.20.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요,"['넘', '맛있어요', '~', '또또', '주문', '하겠습니다', '.']",0,중립
366,"아삭한 식감이 매우 좋으며,감칠맛이 나서 너무 좋아요 하지만 신맛이 넘 강해 아쉽네요",4,2023.11.20.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '한', '식감', '이', '매우', '좋으며', ',', '감칠맛', '이', '나서', '너무', '좋아요', '하지만', '신맛', '이', '넘', '강해', '아쉽네요']",0,중립
367,오독오독하고 맛있어요. 주변에 얘기해서 항상 같이 시켜요.,5,2023.11.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['오독오독', '하고', '맛있어요', '.', '주변', '에', '얘기', '해서', '항상', '같이', '시켜요', '.']",0,중립
368,"진짜진짜 2키로 많나 했는데 금방 뚝딱 매끼 먹어요,, 4키로는 불러야겠어요,, 받은 지 일주일도 안됐는데 반도 안남았어요,,",5,2023.11.20.,구매자거주인원 3인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['진짜진짜', '2', '키로', '많나', '했는데', '금방', '뚝딱', '매', '끼', '먹어요', ',,', '4', '키', '로는', '불러야겠어요', ',,', '받은', '지', '일주일', '도', '안', '됐는데', '반도', '안남았어요', ',,']",0,중립
369,진짜  고기에  빠지면  서운할정도예요  박스채로  용량사고싶어요 ㅋㅋ안먹어본사람은 있어도 한번먹은사람은  없을정도로  재주문각입니다~~,5,2023.11.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['진짜', '고기', '에', '빠지면', '서운할', '정도', '예요', '박스', '채', '로', '용량', '사고싶어요', 'ㅋㅋ', '안', '먹어', '본', '사람', '은', '있어도', '한번', '먹은', '사람', '은', '없을', '정도', '로', '재주', '문', '각', '입니다', '~~']",1,긍정
370,"식당서 궁채 장아찌 먹어보고
식감이 좋아서 주문했습니다",4,2023.11.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['식당', '서', '궁채', '장아찌', '먹어', '보고', '\n', '식감', '이', '좋아서', '주문', '했습니다']",2,긍정
371,맛있고 좋아요 굿굿,5,2023.11.18.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있고', '좋아요', '굿굿']",0,중립
372,맛있어요  감사합니다 ㅡㅡ,5,2023.11.18.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있어요', '감사합니다', 'ㅡㅡ']",-1,부정
373,간도맞고 식감이 아삭아삭 하게좋네요.,5,2023.11.17.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['간도', '맞고', '식감', '이', '아삭아삭', '하게', '좋네요', '.']",0,중립
374,맛잇긴해요 조금 달아요 땡초 집어넣었어요,5,2023.11.17.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['맛', '잇긴', '해', '요', '조금', '달아요', '땡초', '집어넣었어요']",-2,부정
375,오는날 바로 저녁식사때 먹었습니다. 궁채장아찌는 낯설긴한데 맛도 영양도 좋아요,4,2023.11.17.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['오는', '날', '바로', '저녁식사', '때', '먹었습니다', '.', '궁채', '장아찌', '는', '낯', '설긴한데', '맛', '도', '영양', '도', '좋아요']",0,중립
376,"아삭아삭 새콤한 맛이 제가 기대했던 궁채짱아찌입니다^^
다먹고 또 주문할게요~",5,2023.11.17.,구매자거주인원 4인취학자녀 가정유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,꽤 남았어요,적당해요,맛있어요,"['아삭아삭', '새', '콤', '한', '맛', '이', '제', '가', '기대했던', '궁채', '짱아찌', '입니다', '^^', '\n', '다', '먹고', '또', '주문', '할게요', '~']",1,긍정
377,"궁채는 아삭아삭 맛있어요 2번째 구매입니다 
삼은 처음인데.. 반찬으로는 좀 안울려요 요건 빨간 양념이 더 어울릴거 같은..",5,2023.11.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁', '채는', '아삭아삭', '맛있어요', '2', '번째', '구매', '입니다', '삼은', '처음', '인데', '..', '반찬', '으로는', '좀', '안', '울려요', '요건', '빨간', '양념', '이', '더', '어울릴거', '같은', '..']",0,중립
378,저는 여기 궁채만 먹어요 ㅎㅎ,5,2023.11.15.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['저', '는', '여기', '궁채', '만', '먹어요', 'ㅎㅎ']",1,긍정
379,친정에 보내줬는데 맛있다고합니다,4,2023.11.15.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['친정', '에', '보', '내줬는데', '맛있다고', '합니다']",0,중립
380,"궁채는 아삭아삭 맛있어요 2번째 구매입니다 
삼은 처음인데.. 반찬으로는 좀 안울려요 요건 빨간 양념이 더 어울릴거 같은..",5,2023.11.15.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁', '채는', '아삭아삭', '맛있어요', '2', '번째', '구매', '입니다', '삼은', '처음', '인데', '..', '반찬', '으로는', '좀', '안', '울려요', '요건', '빨간', '양념', '이', '더', '어울릴거', '같은', '..']",0,중립
381,명이나물과 수제궁채가 처음이라,4,2023.11.15.,구매자거주인원 1인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인싱글,아주 넉넉해요,꼼꼼해요,맛있어요,"['명', '이', '나물', '과', '수', '제', '궁채', '가', '처음', '이라']",0,중립
382,아삭아삭 새콤하고 맛있어요,5,2023.11.15.,구매자거주인원 3인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['아삭아삭', '새', '콤', '하고', '맛있어요']",0,중립
383,포장 깔끔 맛도  좋길~~~~,4,2023.11.15.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['포장', '깔', '끔', '맛', '도', '좋길', '~~~~']",0,중립
384,"장아찌 맛집이네요. 양파랑, 궁채 둘다 대만족이요. 배송도 빠릅니다",5,2023.11.14.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['장아찌', '맛집', '이네', '요', '.', '양파', '랑', ',', '궁채', '둘다', '대', '만족', '이', '요', '.', '배송', '도', '빠릅니다']",4,긍정
385,궁채가 신맛이 좀 강하긴 해도 오독오독 씹히는 맛이 특이하고 맛있음,4,2023.11.14.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '가', '신맛', '이', '좀', '강하긴', '해도', '오독오독', '씹히는', '맛', '이', '특이하고', '맛있음']",-1,부정
386,"아삭 아삭 식감도 좋고
간장절임이 간이 짭조름하면서도 단맛도 적당이나서 고기랑 먹기 너무 좋아요.",5,2023.11.14.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '아', '삭', '식', '감도', '좋고', '\n', '간장', '절임', '이', '간이', '짭', '조름하면서도', '단맛', '도', '적당', '이나', '서', '고기랑', '먹기', '너무', '좋아요', '.']",2,긍정
387,궁채장아찌가 간이 적당하고 아삭아삭 너무 맛있어요 배송상태도 좋아요 담에 또주문 할께요,5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['궁채', '장아찌', '가', '간이', '적당하고', '아삭아삭', '너무', '맛있어요', '배송', '상태', '도', '좋아요', '담', '에', '또', '주문', '할께요']",0,중립
388,"종류별로 다 먹어보고 있는데
모두 다완전 맛나요",5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['종류', '별로', '다', '먹어', '보고', '있는데', '\n', '모두', '다완', '전', '맛', '나', '요']",0,중립
389,"주변에서 맛있다고 주문해달라고해서 또주문했어요
정말 몇번째인지 몰라요
종류별로 다 맛나요~~^^",5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['주변', '에서', '맛있다고', '주문', '해달라고', '해서', '또', '주문', '했어요', '\n', '정말', '몇번', '째', '인지', '몰라요', '\n', '종류', '별로', '다', '맛', '나', '요', '~~^^']",0,중립
390,리뷰 많은거 보고 시켰습니다 맛있어요,5,2023.11.13.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['리뷰', '많은거', '보고', '시켰습니다', '맛있어요']",0,중립
391,집에서 담아 먹다가 귀찮아서 주문해봤어요  맛있어요,5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['집', '에서', '담아', '먹다가', '귀찮아서', '주문', '해봤어요', '맛있어요']",0,중립
392,아... 너무 맛있네요 ㅎㅎ 양도 넉넉해서 한동안 밑반찬으로 요긴하게 먹을것 같습니다.,5,2023.11.13.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아', '...', '너무', '맛있네요', 'ㅎㅎ', '양도', '넉넉해서', '한동안', '밑반찬', '으로', '요긴', '하게', '먹을것', '같습니다', '.']",1,긍정
393,"부모님이 평소에 나물만 드셔보셨는데 장아찌도 드셔보고 싶다고 해서 알아보다가 평이 좋아서 주문해드렸습니다.
상품 포장상태가 깔끔해서 만족스럽고 맛도 좋다고 하시네요.
재구매 의사 있습니다.",5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['부모님', '이', '평소', '에', '나물', '만', '드셔', '보셨는데', '장아찌', '도', '드셔', '보고', '싶다고', '해서', '알아보다가', '평이', '좋아서', '주문', '해드렸습니다', '.', '\n', '상품', '포장', '상태', '가', '깔끔해서', '만족스럽고', '맛', '도', '좋다고', '하시네요', '.', '\n', '재구매', '의사', '있습니다', '.']",4,긍정
394,"저번에맛나서한번더시켰어요
잘먹겠습니다",5,2023.11.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['저번', '에', '맛', '나서', '한번', '더', '시켰어요', '\n', '잘', '먹겠습니다']",1,긍정
395,고깃집에서 먹어보고 맛있어서 시켜봤어요 식감이 좋네요,5,2023.11.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['고깃집', '에서', '먹어', '보고', '맛있어서', '시켜', '봤어요', '식감', '이', '좋네요']",0,중립
396,진짜맛있어요 깔끔합니다굿굿,5,2023.11.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['진짜', '맛있어요', '깔끔합니다', '굿굿']",0,중립
397,배송도빠르고  가격도  저렴해서 매번구입합니다  감사합니다,5,2023.11.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['배송', '도', '빠르고', '가격', '도', '저렴해서', '매번', '구입', '합니다', '감사합니다']",0,중립
398,배송도빠르고  가격도  저렴해서 매번구입합니다  감사합니다,5,2023.11.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['배송', '도', '빠르고', '가격', '도', '저렴해서', '매번', '구입', '합니다', '감사합니다']",0,중립
399,"재구매예요
넘맛있어서 밥을 너무먹을꺼같은데
어쩌죠.....",5,2023.11.10.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['재', '구매', '예요', '\n', '넘', '맛있어서', '밥', '을', '너무', '먹을꺼', '같은데', '\n', '어쩌', '죠', '.....']",0,중립
400,맛있습니다. 재구매할 의사 있습니다.,5,2023.11.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있습니다', '.', '재구매', '할', '의사', '있습니다', '.']",0,중립
401,맛있는데 좀덜짜며 밥도둑이 될듯하네요,5,2023.11.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['맛있는데', '좀덜', '짜며', '밥', '도둑', '이', '될듯', '하네요']",-1,부정
402,궁채 식감 그대로 장아찌로 먹으니 맛있어요.,5,2023.11.10.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['궁채', '식감', '그대로', '장아찌', '로', '먹으니', '맛있어요', '.']",0,중립
403,"안녕하세요.
맛있어서 재구매했어요~
감사합니다.",5,2023.11.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['안녕하세요', '.', '\n', '맛있어서', '재구매', '했어요', '~', '\n', '감사합니다', '.']",0,중립
404,"종류별로 다 골고루 먹어보고 있는중이에요
한결같이 다 맛나요",5,2023.11.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['종류', '별로', '다', '골고루', '먹어', '보고', '있는', '중이', '에요', '\n', '한결같이', '다', '맛', '나', '요']",1,긍정
405,새콤달콤하고 맛있어요,5,2023.11.09.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['새', '콤', '달콤하고', '맛있어요']",1,긍정
406,아삭하니 정말 맛있어요,4,2023.11.09.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['아', '삭', '하', '니', '정말', '맛있어요']",0,중립
407,좋아요. 맛있어요.,5,2023.11.09.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['좋아요', '.', '맛있어요', '.']",0,중립
408,매번 주문합니다 미국친구가 한국방문해서 보내려합니다,5,2023.11.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['매번', '주문', '합니다', '미국', '친구', '가', '한', '국방', '문해', '서', '보내려', '합니다']",1,긍정
409,깔끔한  맛이네요~배송도 빠르고~,5,2023.11.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['깔끔한', '맛', '이네', '요', '~', '배송', '도', '빠르고', '~']",2,긍정
410,"사진과 같습니다.
빠른 배송 감사합니다.",3,2023.11.08.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['사진', '과', '같습니다', '.', '\n', '빠른', '배송', '감사합니다', '.']",0,중립
411,하나도 안짜고 오독오독 거리고 너무 맛나요 ㅜㅠ 계속 재구매 할거 같아요 ㅠㅠ,5,2023.11.08.,구매자거주인원 2인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인,아주 넉넉해요,꼼꼼해요,맛있어요,"['하나', '도', '안', '짜고', '오독오독', '거리', '고', '너무', '맛', '나', '요', 'ㅜㅠ', '계속', '재구매', '할거', '같아요', 'ㅠㅠ']",0,중립
412,이 식감을 너무 좋아해서 계속 찾고 먹게 되네요~맛도 맛있어요~다른 곳은 오래된 묵은맛이 나던데...여긴 전혀 그렇지않고 맛있네요~,5,2023.11.08.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['이', '식감', '을', '너무', '좋아해서', '계속', '찾고', '먹게', '되네요', '~', '맛', '도', '맛있어요', '~', '다른', '곳', '은', '오래된', '묵은', '맛', '이', '나던데', '...', '여긴', '전혀', '그렇지', '않고', '맛있네요', '~']",0,중립
413,아삭아삭 고기 먹을때 딱이네요 맛있게 잘 먹을게요....,5,2023.11.07.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아삭아삭', '고기', '먹을', '때', '딱이네요', '맛있게', '잘', '먹을게요', '....']",3,긍정
414,한정식집에서 먹었는데 너무 맛있어서 폭풍검색끝에 주문했어요 맛있게 잘 먹을께요~,5,2023.11.07.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['한정식', '집', '에서', '먹었는데', '너무', '맛있어서', '폭풍', '검색', '끝', '에', '주문', '했어요', '맛있게', '잘', '먹을께요', '~']",3,긍정
415,너무 맛있어요  다 먹고 재구매도 했어요,5,2023.11.07.,구매자거주인원 2인신혼/부부유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,꽤 남았어요,꼼꼼해요,맛있어요,"['너무', '맛있어요', '다', '먹고', '재구', '매도', '했어요']",0,중립
416,이번 구매한게 짜지도 않고 싱싱하고 맛있어용,5,2023.11.07.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['이번', '구', '매', '한', '게', '짜지도', '않고', '싱싱하고', '맛있어용']",2,긍정
417,아이가 목이 장아찌는 좋아해요~,4,2023.11.07.,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,,평범해요,아주 넉넉해요,꼼꼼해요,"['아이', '가', '목', '이', '장아찌', '는', '좋아해요', '~']",0,중립
418,"궁채특유의 단단하면서 아삭한 식감이 살아있어, 밥반찬으로 좋네요. 김밥에 넣고 싸니 아주 별미예요.",5,2023.11.06.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['궁채특유', '의', '단단하면서', '아', '삭', '한', '식감', '이', '살아있어', ',', '밥', '반찬', '으로', '좋네요', '.', '김밥', '에', '넣고', '싸니', '아주', '별미', '예요', '.']",0,중립
419,빠른배송과 제품이 맛있고 식감이 좋네요.,5,2023.11.06.,구매자거주인원 4인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인대가족,아주 넉넉해요,꼼꼼해요,맛있어요,"['빠른', '배송', '과', '제품', '이', '맛있고', '식감', '이', '좋네요', '.']",0,중립
420,처음먹었는데아삭아삭 짜지도않고 맛있어요,5,2023.11.06.,구매자거주인원 3인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,아주 넉넉해요,꼼꼼해요,맛있어요,"['처음', '먹었는데', '아삭아삭', '짜지도', '않고', '맛있어요']",0,중립
421,자주 먹고 있습니다,5,2023.11.05.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['자주', '먹고', '있습니다']",0,중립
422,맛있어서 또 주문했어요.,5,2023.11.05.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['맛있어서', '또', '주문', '했어요', '.']",0,중립
423,가성비좋아여 재구매의사있어요,5,2023.11.05.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['가성', '비', '좋아여', '재구매', '의사', '있어요']",0,중립
424,포장상태 괜찮네요~ 엄마가 아프셔서 아직 잘 드시진 못한대요,3,2023.11.04.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요,"['포장', '상태', '괜찮네요', '~', '엄마', '가', '아프셔서', '아직', '잘', '드시진', '못', '한', '대요']",1,긍정
425,"갓 만든거 보내주셨네요ㅎ
맛있게 잘 먹을게요~",5,2023.11.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['갓', '만든거', '보내주셨네요', 'ㅎ', '\n', '맛있게', '잘', '먹을게요', '~']",3,긍정
426,고기랑 먹으면 진짜 맛있습니다. 입가심하기 좋아요.,5,2023.11.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['고기랑', '먹으면', '진짜', '맛있습니다', '.', '입가심', '하기', '좋아요', '.']",0,중립
427,"남자친구도보내주고 우리집도 시켜먹고
간만에 생각나서 먹었는데 맛있네요",5,2023.11.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['남자친구', '도보', '내주고', '우리', '집도', '시켜', '먹고', '\n', '간만', '에', '생각나서', '먹었는데', '맛있네요']",0,중립
428,남자친구한테도 보냈는데 맛있다고 바로 라면끓여먹네요,5,2023.11.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['남자친구', '한테', '도', '보냈는데', '맛있다고', '바로', '라면', '끓여', '먹네요']",0,중립
429,새콤한맛이 조금 강해서.. 살짝만 약하면 나이드신 분들도 충분히 먹을수 있을것 같아요. 대신에 10대딸은 맛있다고 했어요~,4,2023.11.04.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요,"['새', '콤', '한', '맛', '이', '조금', '강해서', '..', '살짝', '만', '약하면', '나이', '드신', '분', '들', '도', '충분히', '먹을수', '있을것', '같아요', '.', '대신', '에', '10', '대', '딸', '은', '맛있다고', '했어요', '~']",0,중립
430,남편도 맛있다고 칭찬하네요~ 친정에도 보내드렸어요~ 감사합니다~,5,2023.11.04.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['남편', '도', '맛있다고', '칭찬', '하네요', '~', '친정', '에도', '보내', '드렸어요', '~', '감사합니다', '~']",2,긍정
431,아삭하고 맛있어요~ 밑반찬으로 잘 먹을께요~,5,2023.11.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['아', '삭', '하고', '맛있어요', '~', '밑반찬', '으로', '잘', '먹을께요', '~']",1,긍정
432,,5,2023.11.03.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,['nan'],0,중립
433,맛있어요 집안 반찬이라 구매했는데 잘 먹고 있어요~,5,2023.11.03.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요,"['맛있어요', '집안', '반찬', '이라', '구매', '했는데', '잘', '먹고', '있어요', '~']",1,긍정
434,너무너무 좋앙요. 자주 구매할께요,5,2023.11.03.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요,"['너무', '너무', '좋앙', '요', '.', '자주', '구매', '할께요']",0,중립
435,왜 인기가 많은지 알겠어요. 아삭아삭 식감 좋고 고기랑 먹거나 입맛 없을 때 먹으면 좋아요.,5,2023.11.03.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['왜', '인기', '가', '많은지', '알겠어요', '.', '아삭아삭', '식감', '좋고', '고기랑', '먹거나', '입맛', '없을', '때', '먹으면', '좋아요', '.']",3,긍정
436,"배송도 빠르고 진짜진짜  맛있어용^^
잘 먹을께용^^",5,2023.11.03.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['배송', '도', '빠르고', '진짜진짜', '맛있어용', '^^', '\n', '잘', '먹을께용', '^^']",3,긍정
437,아직한통남았는데 맛있습니다.,5,2023.11.03.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요,"['아직', '한', '통', '남았는데', '맛있습니다', '.']",0,중립
438,요번에 궁채 짱아찌가 좀맛이 다른거 같긴한데 머듬 짱아찌는 엄청 맛있게 먹었어요 ㅎ,5,2023.11.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요,"['요', '번', '에', '궁채', '짱아찌', '가', '좀맛', '이', '다른거', '같긴한데', '머듬', '짱아찌', '는', '엄청', '맛있게', '먹었어요', 'ㅎ']",2,긍정
